reading_id,timestamp,hour,day_of_week,zone,tag_id,metric,value,classification,alert,pipeline_latency_ms,battery_co2_saved_g
4159,2026-08-04 15:05:00,15,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,33.65,WARNING,True,0.089,1996.32
4160,2026-08-04 15:10:00,15,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,32.32,WARNING,True,0.268,1996.8
4161,2026-08-04 15:10:00,15,Tuesday,greenhouse-A,17fc695a771f,rssi_dbm,-61.2,NORMAL,False,0.428,1997.28
4162,2026-08-04 15:15:00,15,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,31.66,WARNING,True,0.339,1997.76
4163,2026-08-04 15:15:00,15,Tuesday,greenhouse-A,17fc695a771f,temperature_c,31.09,WARNING,True,0.354,1998.24
4164,2026-08-04 15:15:00,15,Tuesday,greenhouse-B,8b8148f670dd,temperature_c,33.0,WARNING,True,0.604,1998.72
4165,2026-08-04 15:20:00,15,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,32.15,WARNING,True,0.427,1999.2
4166,2026-08-04 15:20:00,15,Tuesday,greenhouse-A,392456de347a,temperature_c,33.14,WARNING,True,0.277,1999.68
4167,2026-08-04 15:20:00,15,Tuesday,greenhouse-A,17fc695a771f,temperature_c,32.59,WARNING,True,0.416,2000.16
4168,2026-08-04 15:20:00,15,Tuesday,greenhouse-B,de8a774b51be,temperature_c,34.4,WARNING,True,0.259,2000.64
4169,2026-08-04 15:20:00,15,Tuesday,greenhouse-B,562b0f792f7c,rssi_dbm,-68.2,NORMAL,False,0.115,2001.12
4170,2026-08-04 15:25:00,15,Tuesday,greenhouse-B,de8a774b51be,temperature_c,34.9,WARNING,True,0.073,2001.6
4171,2026-08-04 15:25:00,15,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,34.71,WARNING,True,0.257,2002.08
4172,2026-08-04 15:25:00,15,Tuesday,greenhouse-B,472293896e3d,rssi_dbm,-69.3,NORMAL,False,0.418,2002.56
4173,2026-08-04 15:25:00,15,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,34.72,WARNING,True,0.273,2003.04
4174,2026-08-04 15:30:00,15,Tuesday,greenhouse-A,bdd640fb7d62,rssi_dbm,-62.4,NORMAL,False,0.159,2003.52
4175,2026-08-04 15:30:00,15,Tuesday,greenhouse-A,6c0311990f41,temperature_c,31.1,WARNING,True,0.595,2004.0
4176,2026-08-04 15:30:00,15,Tuesday,greenhouse-A,17fc695a771f,temperature_c,30.4,WARNING,True,0.529,2004.48
4177,2026-08-04 15:30:00,15,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,32.92,WARNING,True,0.297,2004.96
4178,2026-08-04 15:35:00,15,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,32.14,WARNING,True,0.527,2005.44
4179,2026-08-04 15:35:00,15,Tuesday,greenhouse-A,392456de347a,temperature_c,33.0,WARNING,True,0.332,2005.92
4180,2026-08-04 15:35:00,15,Tuesday,greenhouse-A,6c0311990f41,temperature_c,31.9,WARNING,True,0.25,2006.4
4181,2026-08-04 15:35:00,15,Tuesday,greenhouse-B,8b8148f670dd,temperature_c,34.49,WARNING,True,0.109,2006.88
4182,2026-08-04 15:35:00,15,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,34.1,WARNING,True,0.481,2007.36
4183,2026-08-04 15:40:00,15,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,30.71,WARNING,True,0.425,2007.84
4184,2026-08-04 15:40:00,15,Tuesday,greenhouse-A,bdd640fb7d62,rssi_dbm,-63.5,NORMAL,False,0.405,2008.32
4185,2026-08-04 15:40:00,15,Tuesday,greenhouse-A,392456de347a,rssi_dbm,-62.1,NORMAL,False,0.405,2008.8
4186,2026-08-04 15:40:00,15,Tuesday,greenhouse-B,472293896e3d,temperature_c,32.24,WARNING,True,0.466,2009.28
4187,2026-08-04 15:45:00,15,Tuesday,greenhouse-A,392456de347a,temperature_c,32.23,WARNING,True,0.427,2009.76
4188,2026-08-04 15:45:00,15,Tuesday,greenhouse-A,17fc695a771f,rssi_dbm,-62.4,NORMAL,False,0.445,2010.24
4189,2026-08-04 15:45:00,15,Tuesday,greenhouse-B,8b8148f670dd,temperature_c,34.29,WARNING,True,0.288,2010.72
4190,2026-08-04 15:45:00,15,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,34.46,WARNING,True,0.362,2011.2
4191,2026-08-04 15:50:00,15,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,32.11,WARNING,True,0.279,2011.68
4192,2026-08-04 15:50:00,15,Tuesday,greenhouse-A,392456de347a,rssi_dbm,-61.7,NORMAL,False,0.408,2012.16
4193,2026-08-04 15:50:00,15,Tuesday,greenhouse-B,8b8148f670dd,temperature_c,34.54,WARNING,True,0.334,2012.64
4194,2026-08-04 15:50:00,15,Tuesday,greenhouse-B,472293896e3d,temperature_c,33.35,WARNING,True,0.273,2013.12
4195,2026-08-04 15:50:00,15,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,33.9,WARNING,True,2.455,2013.6
4196,2026-08-04 15:55:00,15,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,30.73,WARNING,True,0.579,2014.08
4197,2026-08-04 15:55:00,15,Tuesday,greenhouse-A,6c0311990f41,temperature_c,30.03,WARNING,True,0.444,2014.56
4198,2026-08-04 15:55:00,15,Tuesday,greenhouse-B,8b8148f670dd,rssi_dbm,-67.9,NORMAL,False,0.457,2015.04
4199,2026-08-04 15:55:00,15,Tuesday,greenhouse-B,472293896e3d,temperature_c,32.25,WARNING,True,0.392,2015.52
4200,2026-08-04 15:55:00,15,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,31.85,WARNING,True,0.14,2016.0
4201,2026-08-04 16:00:00,16,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,21.91,NORMAL,False,0.319,2016.48
4202,2026-08-04 16:00:00,16,Tuesday,greenhouse-A,392456de347a,temperature_c,22.0,NORMAL,False,0.394,2016.96
4203,2026-08-04 16:00:00,16,Tuesday,greenhouse-B,8b8148f670dd,rssi_dbm,-65.1,NORMAL,False,0.129,2017.44
4204,2026-08-04 16:00:00,16,Tuesday,greenhouse-B,de8a774b51be,temperature_c,23.99,NORMAL,False,0.355,2017.92
4205,2026-08-04 16:00:00,16,Tuesday,greenhouse-B,472293896e3d,temperature_c,23.39,NORMAL,False,0.458,2018.4
4206,2026-08-04 16:05:00,16,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,21.88,NORMAL,False,0.358,2018.88
4207,2026-08-04 16:05:00,16,Tuesday,greenhouse-A,17fc695a771f,temperature_c,21.41,NORMAL,False,0.294,2019.36
4208,2026-08-04 16:05:00,16,Tuesday,greenhouse-B,8b8148f670dd,rssi_dbm,-68.8,NORMAL,False,0.51,2019.84
4209,2026-08-04 16:05:00,16,Tuesday,greenhouse-B,472293896e3d,temperature_c,23.67,NORMAL,False,0.145,2020.32
4210,2026-08-04 16:10:00,16,Tuesday,greenhouse-A,392456de347a,temperature_c,22.11,NORMAL,False,1.637,2020.8
4211,2026-08-04 16:10:00,16,Tuesday,greenhouse-B,8b8148f670dd,rssi_dbm,-66.4,NORMAL,False,0.428,2021.28
4212,2026-08-04 16:10:00,16,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,23.81,NORMAL,False,0.277,2021.76
4213,2026-08-04 16:10:00,16,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,23.52,NORMAL,False,0.405,2022.24
4214,2026-08-04 16:15:00,16,Tuesday,greenhouse-A,6c0311990f41,temperature_c,21.52,NORMAL,False,0.195,2022.72
4215,2026-08-04 16:15:00,16,Tuesday,greenhouse-A,17fc695a771f,temperature_c,22.25,NORMAL,False,0.357,2023.2
4216,2026-08-04 16:15:00,16,Tuesday,greenhouse-B,de8a774b51be,temperature_c,23.56,NORMAL,False,0.349,2023.68
4217,2026-08-04 16:20:00,16,Tuesday,greenhouse-A,a3b1799d0cce,rssi_dbm,-63.9,NORMAL,False,0.181,2024.16
4218,2026-08-04 16:20:00,16,Tuesday,greenhouse-A,392456de347a,temperature_c,21.9,NORMAL,False,0.28,2024.64
4219,2026-08-04 16:20:00,16,Tuesday,greenhouse-B,8b8148f670dd,temperature_c,23.28,NORMAL,False,1.347,2025.12
4220,2026-08-04 16:20:00,16,Tuesday,greenhouse-B,de8a774b51be,temperature_c,23.35,NORMAL,False,0.449,2025.6
4221,2026-08-04 16:20:00,16,Tuesday,greenhouse-B,b2b9437aae35,rssi_dbm,-64.2,NORMAL,False,0.514,2026.08
4222,2026-08-04 16:20:00,16,Tuesday,greenhouse-B,472293896e3d,rssi_dbm,-66.3,NORMAL,False,0.464,2026.56
4223,2026-08-04 16:25:00,16,Tuesday,greenhouse-A,392456de347a,rssi_dbm,-62.2,NORMAL,False,0.337,2027.04
4224,2026-08-04 16:25:00,16,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,23.33,NORMAL,False,0.367,2027.52
4225,2026-08-04 16:25:00,16,Tuesday,greenhouse-B,472293896e3d,temperature_c,23.04,NORMAL,False,0.359,2028.0
4226,2026-08-04 16:25:00,16,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,22.63,NORMAL,False,0.703,2028.48
4227,2026-08-04 16:30:00,16,Tuesday,greenhouse-B,8b8148f670dd,rssi_dbm,-66.7,NORMAL,False,0.05,2028.96
4228,2026-08-04 16:30:00,16,Tuesday,greenhouse-B,de8a774b51be,temperature_c,23.32,NORMAL,False,0.511,2029.44
4229,2026-08-04 16:35:00,16,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,21.29,NORMAL,False,3.437,2029.92
4230,2026-08-04 16:35:00,16,Tuesday,greenhouse-A,6c0311990f41,rssi_dbm,-62.7,NORMAL,False,0.253,2030.4
4231,2026-08-04 16:35:00,16,Tuesday,greenhouse-B,472293896e3d,temperature_c,23.68,NORMAL,False,0.476,2030.88
4232,2026-08-04 16:35:00,16,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,23.69,NORMAL,False,0.219,2031.36
4233,2026-08-04 16:40:00,16,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,21.58,NORMAL,False,0.286,2031.84
4234,2026-08-04 16:40:00,16,Tuesday,greenhouse-A,6c0311990f41,rssi_dbm,-60.4,NORMAL,False,0.423,2032.32
4235,2026-08-04 16:40:00,16,Tuesday,greenhouse-B,8b8148f670dd,temperature_c,23.92,NORMAL,False,0.484,2032.8
4236,2026-08-04 16:40:00,16,Tuesday,greenhouse-B,de8a774b51be,temperature_c,24.1,NORMAL,False,0.554,2033.28
4237,2026-08-04 16:40:00,16,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,23.81,NORMAL,False,0.384,2033.76
4238,2026-08-04 16:40:00,16,Tuesday,greenhouse-B,472293896e3d,rssi_dbm,-68.4,NORMAL,False,0.506,2034.24
4239,2026-08-04 16:45:00,16,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,22.28,NORMAL,False,0.314,2034.72
4240,2026-08-04 16:45:00,16,Tuesday,greenhouse-A,17fc695a771f,temperature_c,21.48,NORMAL,False,0.591,2035.2
4241,2026-08-04 16:45:00,16,Tuesday,greenhouse-B,de8a774b51be,temperature_c,23.78,NORMAL,False,0.288,2035.68
4242,2026-08-04 16:50:00,16,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,22.44,NORMAL,False,0.432,2036.16
4243,2026-08-04 16:50:00,16,Tuesday,greenhouse-A,6c0311990f41,rssi_dbm,-61.7,NORMAL,False,0.662,2036.64
4244,2026-08-04 16:50:00,16,Tuesday,greenhouse-A,17fc695a771f,rssi_dbm,-61.3,NORMAL,False,0.172,2037.12
4245,2026-08-04 16:50:00,16,Tuesday,greenhouse-B,de8a774b51be,temperature_c,23.61,NORMAL,False,0.421,2037.6
4246,2026-08-04 16:50:00,16,Tuesday,greenhouse-B,472293896e3d,rssi_dbm,-67.8,NORMAL,False,0.507,2038.08
4247,2026-08-04 16:50:00,16,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,23.36,NORMAL,False,0.2,2038.56
4248,2026-08-04 16:55:00,16,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,21.43,NORMAL,False,0.374,2039.04
4249,2026-08-04 16:55:00,16,Tuesday,greenhouse-A,6c0311990f41,rssi_dbm,-62.9,NORMAL,False,0.378,2039.52
4250,2026-08-04 16:55:00,16,Tuesday,greenhouse-A,17fc695a771f,temperature_c,21.74,NORMAL,False,0.408,2040.0
4251,2026-08-04 16:55:00,16,Tuesday,greenhouse-B,472293896e3d,temperature_c,24.39,NORMAL,False,0.348,2040.48
4252,2026-08-04 16:55:00,16,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,24.61,NORMAL,False,0.319,2040.96
4253,2026-08-04 17:00:00,17,Tuesday,greenhouse-A,a3b1799d0cce,rssi_dbm,-60.9,NORMAL,False,0.359,2041.44
4254,2026-08-04 17:00:00,17,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,20.59,NORMAL,False,0.212,2041.92
4255,2026-08-04 17:00:00,17,Tuesday,greenhouse-A,392456de347a,temperature_c,20.58,NORMAL,False,0.503,2042.4
4256,2026-08-04 17:00:00,17,Tuesday,greenhouse-A,6c0311990f41,temperature_c,20.56,NORMAL,False,0.218,2042.88
4257,2026-08-04 17:00:00,17,Tuesday,greenhouse-B,8b8148f670dd,temperature_c,22.99,NORMAL,False,0.356,2043.36
4258,2026-08-04 17:00:00,17,Tuesday,greenhouse-B,de8a774b51be,temperature_c,23.22,NORMAL,False,0.517,2043.84
4259,2026-08-04 17:00:00,17,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,22.72,NORMAL,False,0.473,2044.32
4260,2026-08-04 17:05:00,17,Tuesday,greenhouse-A,a3b1799d0cce,rssi_dbm,-60.3,NORMAL,False,0.308,2044.8
4261,2026-08-04 17:05:00,17,Tuesday,greenhouse-A,bdd640fb7d62,rssi_dbm,-60.4,NORMAL,False,0.208,2045.28
4262,2026-08-04 17:05:00,17,Tuesday,greenhouse-A,392456de347a,temperature_c,20.48,NORMAL,False,0.348,2045.76
4263,2026-08-04 17:05:00,17,Tuesday,greenhouse-B,8b8148f670dd,rssi_dbm,-68.9,NORMAL,False,0.397,2046.24
4264,2026-08-04 17:05:00,17,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,22.89,NORMAL,False,0.428,2046.72
4265,2026-08-04 17:10:00,17,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,21.24,NORMAL,False,0.304,2047.2
4266,2026-08-04 17:10:00,17,Tuesday,greenhouse-A,392456de347a,temperature_c,20.33,NORMAL,False,0.376,2047.68
4267,2026-08-04 17:10:00,17,Tuesday,greenhouse-A,6c0311990f41,temperature_c,21.24,NORMAL,False,0.341,2048.16
4268,2026-08-04 17:10:00,17,Tuesday,greenhouse-B,8b8148f670dd,rssi_dbm,-65.9,NORMAL,False,4.116,2048.64
4269,2026-08-04 17:10:00,17,Tuesday,greenhouse-B,de8a774b51be,temperature_c,24.04,NORMAL,False,0.235,2049.12
4270,2026-08-04 17:10:00,17,Tuesday,greenhouse-B,472293896e3d,temperature_c,22.65,NORMAL,False,0.524,2049.6
4271,2026-08-04 17:15:00,17,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,20.82,NORMAL,False,0.302,2050.08
4272,2026-08-04 17:15:00,17,Tuesday,greenhouse-A,392456de347a,temperature_c,21.32,NORMAL,False,0.186,2050.56
4273,2026-08-04 17:15:00,17,Tuesday,greenhouse-A,6c0311990f41,temperature_c,20.94,NORMAL,False,0.571,2051.04
4274,2026-08-04 17:15:00,17,Tuesday,greenhouse-B,8b8148f670dd,temperature_c,22.58,NORMAL,False,0.497,2051.52
4275,2026-08-04 17:15:00,17,Tuesday,greenhouse-B,de8a774b51be,temperature_c,22.96,NORMAL,False,0.635,2052.0
4276,2026-08-04 17:15:00,17,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,22.42,NORMAL,False,0.461,2052.48
4277,2026-08-04 17:15:00,17,Tuesday,greenhouse-B,472293896e3d,rssi_dbm,-66.7,NORMAL,False,0.399,2052.96
4278,2026-08-04 17:20:00,17,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,21.63,NORMAL,False,0.455,2053.44
4279,2026-08-04 17:20:00,17,Tuesday,greenhouse-A,392456de347a,temperature_c,20.91,NORMAL,False,0.24,2053.92
4280,2026-08-04 17:20:00,17,Tuesday,greenhouse-A,6c0311990f41,temperature_c,20.66,NORMAL,False,0.612,2054.4
4281,2026-08-04 17:20:00,17,Tuesday,greenhouse-B,de8a774b51be,temperature_c,23.35,NORMAL,False,3.083,2054.88
4282,2026-08-04 17:20:00,17,Tuesday,greenhouse-B,472293896e3d,temperature_c,23.16,NORMAL,False,0.131,2055.36
4283,2026-08-04 17:25:00,17,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,21.14,NORMAL,False,0.298,2055.84
4284,2026-08-04 17:25:00,17,Tuesday,greenhouse-A,6c0311990f41,temperature_c,20.81,NORMAL,False,0.376,2056.32
4285,2026-08-04 17:25:00,17,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,22.52,NORMAL,False,0.488,2056.8
4286,2026-08-04 17:30:00,17,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,20.37,NORMAL,False,0.279,2057.28
4287,2026-08-04 17:30:00,17,Tuesday,greenhouse-A,17fc695a771f,rssi_dbm,-59.5,NORMAL,False,0.073,2057.76
4288,2026-08-04 17:30:00,17,Tuesday,greenhouse-B,472293896e3d,rssi_dbm,-66.0,NORMAL,False,0.524,2058.24
4289,2026-08-04 17:30:00,17,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,22.82,NORMAL,False,0.141,2058.72
4290,2026-08-04 17:35:00,17,Tuesday,greenhouse-A,392456de347a,rssi_dbm,-66.2,NORMAL,False,0.332,2059.2
4291,2026-08-04 17:35:00,17,Tuesday,greenhouse-A,17fc695a771f,temperature_c,20.58,NORMAL,False,0.461,2059.68
4292,2026-08-04 17:35:00,17,Tuesday,greenhouse-B,8b8148f670dd,temperature_c,22.42,NORMAL,False,0.407,2060.16
4293,2026-08-04 17:35:00,17,Tuesday,greenhouse-B,de8a774b51be,temperature_c,23.19,NORMAL,False,0.495,2060.64
4294,2026-08-04 17:40:00,17,Tuesday,greenhouse-A,a3b1799d0cce,rssi_dbm,-61.1,NORMAL,False,0.383,2061.12
4295,2026-08-04 17:40:00,17,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,20.42,NORMAL,False,0.217,2061.6
4296,2026-08-04 17:40:00,17,Tuesday,greenhouse-A,392456de347a,temperature_c,20.7,NORMAL,False,0.446,2062.08
4297,2026-08-04 17:40:00,17,Tuesday,greenhouse-A,17fc695a771f,temperature_c,21.16,NORMAL,False,0.164,2062.56
4298,2026-08-04 17:40:00,17,Tuesday,greenhouse-B,8b8148f670dd,temperature_c,22.9,NORMAL,False,0.463,2063.04
4299,2026-08-04 17:40:00,17,Tuesday,greenhouse-B,de8a774b51be,temperature_c,23.1,NORMAL,False,0.403,2063.52
4300,2026-08-04 17:40:00,17,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,23.26,NORMAL,False,0.488,2064.0
4301,2026-08-04 17:40:00,17,Tuesday,greenhouse-B,472293896e3d,rssi_dbm,-64.7,NORMAL,False,0.407,2064.48
4302,2026-08-04 17:45:00,17,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,20.72,NORMAL,False,0.463,2064.96
4303,2026-08-04 17:45:00,17,Tuesday,greenhouse-A,bdd640fb7d62,rssi_dbm,-63.7,NORMAL,False,0.071,2065.44
4304,2026-08-04 17:45:00,17,Tuesday,greenhouse-A,392456de347a,rssi_dbm,-62.7,NORMAL,False,0.299,2065.92
4305,2026-08-04 17:45:00,17,Tuesday,greenhouse-B,8b8148f670dd,temperature_c,23.01,NORMAL,False,0.258,2066.4
4306,2026-08-04 17:45:00,17,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,22.15,NORMAL,False,0.34,2066.88
4307,2026-08-04 17:45:00,17,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,23.38,NORMAL,False,0.349,2067.36
4308,2026-08-04 17:50:00,17,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,20.94,NORMAL,False,0.457,2067.84
4309,2026-08-04 17:50:00,17,Tuesday,greenhouse-A,392456de347a,rssi_dbm,-61.0,NORMAL,False,0.509,2068.32
4310,2026-08-04 17:50:00,17,Tuesday,greenhouse-A,17fc695a771f,temperature_c,21.68,NORMAL,False,0.395,2068.8
4311,2026-08-04 17:50:00,17,Tuesday,greenhouse-B,de8a774b51be,rssi_dbm,-68.7,NORMAL,False,0.3,2069.28
4312,2026-08-04 17:50:00,17,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,23.31,NORMAL,False,0.405,2069.76
4313,2026-08-04 17:55:00,17,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,21.1,NORMAL,False,0.31,2070.24
4314,2026-08-04 17:55:00,17,Tuesday,greenhouse-A,392456de347a,temperature_c,21.35,NORMAL,False,0.332,2070.72
4315,2026-08-04 17:55:00,17,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,23.43,NORMAL,False,0.245,2071.2
4316,2026-08-04 18:00:00,18,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,19.86,NORMAL,False,0.594,2071.68
4317,2026-08-04 18:00:00,18,Tuesday,greenhouse-A,17fc695a771f,temperature_c,19.56,NORMAL,False,0.37,2072.16
4318,2026-08-04 18:00:00,18,Tuesday,greenhouse-B,8b8148f670dd,temperature_c,21.49,NORMAL,False,0.45,2072.64
4319,2026-08-04 18:00:00,18,Tuesday,greenhouse-B,de8a774b51be,temperature_c,21.71,NORMAL,False,0.673,2073.12
4320,2026-08-04 18:00:00,18,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,21.53,NORMAL,False,0.594,2073.6
4321,2026-08-04 18:05:00,18,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,19.96,NORMAL,False,0.332,2074.08
4322,2026-08-04 18:05:00,18,Tuesday,greenhouse-A,392456de347a,rssi_dbm,-62.1,NORMAL,False,0.426,2074.56
4323,2026-08-04 18:05:00,18,Tuesday,greenhouse-B,de8a774b51be,temperature_c,21.51,NORMAL,False,0.542,2075.04
4324,2026-08-04 18:05:00,18,Tuesday,greenhouse-B,472293896e3d,temperature_c,22.24,NORMAL,False,0.369,2075.52
4325,2026-08-04 18:10:00,18,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,19.96,NORMAL,False,0.329,2076.0
4326,2026-08-04 18:10:00,18,Tuesday,greenhouse-B,de8a774b51be,temperature_c,22.08,NORMAL,False,0.319,2076.48
4327,2026-08-04 18:10:00,18,Tuesday,greenhouse-B,b2b9437aae35,rssi_dbm,-67.3,NORMAL,False,0.386,2076.96
4328,2026-08-04 18:15:00,18,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,20.15,NORMAL,False,0.323,2077.44
4329,2026-08-04 18:15:00,18,Tuesday,greenhouse-A,392456de347a,temperature_c,19.73,NORMAL,False,3.848,2077.92
4330,2026-08-04 18:15:00,18,Tuesday,greenhouse-A,17fc695a771f,temperature_c,19.81,NORMAL,False,0.601,2078.4
4331,2026-08-04 18:15:00,18,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,21.89,NORMAL,False,0.369,2078.88
4332,2026-08-04 18:15:00,18,Tuesday,greenhouse-B,472293896e3d,temperature_c,21.52,NORMAL,False,0.311,2079.36
4333,2026-08-04 18:20:00,18,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,20.15,NORMAL,False,0.353,2079.84
4334,2026-08-04 18:20:00,18,Tuesday,greenhouse-A,bdd640fb7d62,rssi_dbm,-62.7,NORMAL,False,0.489,2080.32
4335,2026-08-04 18:20:00,18,Tuesday,greenhouse-A,392456de347a,temperature_c,20.19,NORMAL,False,0.368,2080.8
4336,2026-08-04 18:20:00,18,Tuesday,greenhouse-A,6c0311990f41,temperature_c,20.08,NORMAL,False,0.594,2081.28
4337,2026-08-04 18:20:00,18,Tuesday,greenhouse-B,de8a774b51be,temperature_c,21.77,NORMAL,False,0.411,2081.76
4338,2026-08-04 18:25:00,18,Tuesday,greenhouse-A,392456de347a,temperature_c,20.08,NORMAL,False,0.215,2082.24
4339,2026-08-04 18:25:00,18,Tuesday,greenhouse-A,6c0311990f41,temperature_c,20.11,NORMAL,False,0.379,2082.72
4340,2026-08-04 18:25:00,18,Tuesday,greenhouse-A,17fc695a771f,temperature_c,20.25,NORMAL,False,0.505,2083.2
4341,2026-08-04 18:25:00,18,Tuesday,greenhouse-B,de8a774b51be,temperature_c,21.47,NORMAL,False,0.295,2083.68
4342,2026-08-04 18:25:00,18,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,21.53,NORMAL,False,0.307,2084.16
4343,2026-08-04 18:30:00,18,Tuesday,greenhouse-A,6c0311990f41,temperature_c,19.94,NORMAL,False,0.33,2084.64
4344,2026-08-04 18:30:00,18,Tuesday,greenhouse-B,de8a774b51be,temperature_c,22.32,NORMAL,False,0.414,2085.12
4345,2026-08-04 18:30:00,18,Tuesday,greenhouse-B,b2b9437aae35,rssi_dbm,-66.5,NORMAL,False,0.353,2085.6
4346,2026-08-04 18:35:00,18,Tuesday,greenhouse-A,bdd640fb7d62,rssi_dbm,-61.5,NORMAL,False,3.687,2086.08
4347,2026-08-04 18:35:00,18,Tuesday,greenhouse-B,de8a774b51be,rssi_dbm,-67.4,NORMAL,False,0.593,2086.56
4348,2026-08-04 18:35:00,18,Tuesday,greenhouse-B,472293896e3d,temperature_c,22.36,NORMAL,False,0.296,2087.04
4349,2026-08-04 18:40:00,18,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,20.0,NORMAL,False,0.311,2087.52
4350,2026-08-04 18:40:00,18,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,20.35,NORMAL,False,0.433,2088.0
4351,2026-08-04 18:40:00,18,Tuesday,greenhouse-B,de8a774b51be,temperature_c,22.89,NORMAL,False,0.557,2088.48
4352,2026-08-04 18:40:00,18,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,22.08,NORMAL,False,0.198,2088.96
4353,2026-08-04 18:40:00,18,Tuesday,greenhouse-B,472293896e3d,temperature_c,22.3,NORMAL,False,0.599,2089.44
4354,2026-08-04 18:40:00,18,Tuesday,greenhouse-B,562b0f792f7c,temperature_c,21.28,NORMAL,False,2.527,2089.92
4355,2026-08-04 18:45:00,18,Tuesday,greenhouse-A,a3b1799d0cce,temperature_c,19.38,NORMAL,False,0.249,2090.4
4356,2026-08-04 18:45:00,18,Tuesday,greenhouse-A,bdd640fb7d62,temperature_c,19.75,NORMAL,False,0.05,2090.88
4357,2026-08-04 18:45:00,18,Tuesday,greenhouse-A,392456de347a,temperature_c,19.34,NORMAL,False,0.388,2091.36
4358,2026-08-04 18:45:00,18,Tuesday,greenhouse-A,6c0311990f41,rssi_dbm,-64.6,NORMAL,False,0.264,2091.84
4359,2026-08-04 18:45:00,18,Tuesday,greenhouse-A,17fc695a771f,temperature_c,20.08,NORMAL,False,0.452,2092.32
4360,2026-08-04 18:45:00,18,Tuesday,greenhouse-B,8b8148f670dd,rssi_dbm,-69.6,NORMAL,False,0.52,2092.8
4361,2026-08-04 18:45:00,18,Tuesday,greenhouse-B,b2b9437aae35,temperature_c,21.74,NORMAL,False,0.367,2093.28
4362,2026-08-04 18:50:00,18,Tuesday,greenhouse-B,8b8148f670dd,rssi_dbm,-66.6,NORMAL,False,0.324,2093.76
4363,2026-08-04 18:50:00,18,Tuesday,greenhouse-B,de8a774b51be,temperature_c,21.08,NORMAL,False,0.729,2094.24
